Neurog3>0_raw,Neurog3>0_scaled,cell,cell_ontology_class,cell_ontology_id,cluster.ids,free_annotation,mouse.id,mouse.sex,plate.barcode,subsetA,subsetA_cluster.ids,subsetB,subsetB_cluster.ids,subsetC,subsetC_cluster.ids,subsetD,subsetD_cluster.ids,subsetE,subsetE_cluster.ids,subtissue,tissue,tissue_tSNE_1,tissue_tSNE_2
,,F18.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,13.922990877175527,26.02157420285708
,,F18.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-4.031547750700575,18.911524230057783
,,F19.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,4.760764785123423,-0.3300295500787583
,,F19.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-23.261483482326017,-17.40794665402541
,,F19.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,15.46873939725211,18.819508232307864
,,F19.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,6.060567071684803,27.196599834272515
,,F2.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-22.07371198412816,-19.676744323338458
,,F2.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,13.156624836864562,-22.67097144004802
,,F2.MAA000508.3_9_M.1.1,macrophage,CL:0000235,5,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-14.620444435731466,-40.3792498116943
,,F2.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,30.470433463664087,10.306107565382591
,,F2.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-11.831728581914954,-18.940803560696462
,,F2.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-23.228627515806817,-9.923918321806957
,,F20.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,27.14683852567896,9.794215490275596
,,F20.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,24.15041566363297,13.829521699543932
,,F20.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,8.118921614608427,-25.781357182619892
,,F20.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,23.76138267180224,19.58105478315828
,,F20.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-8.062604349280711,19.756837275084997
,,F21.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,2.205515816158562,-30.062113114592567
,,F21.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,17.23462872850826,-6.086027808700216
,,F21.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-24.449443534349328,-16.033310037178833
,,F21.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,12.97698471462216,22.041152953615185
,,F21.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-12.164319742300927,22.18543484612929
,,F22.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,20.53598522088913,-7.6336072847281695
,,F22.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,10.212884519315422,6.635267631488343
,,F22.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,9.731734490686751,-23.427288496157857
,,F22.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,26.36391668066729,5.720077641782594
,,F22.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-13.120227547315992,20.344785184596105
,,F3.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,20.274843572586647,-19.462062693001386
,,F3.B001750.3_38_F.1.1,B cell,CL:0000236,4,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-14.840284564581165,-1.2771331081750354
,,F3.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,10.778280658461895,7.020553418117957
,,F3.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-1.4160359500147646,-29.941410393282982
,,F3.MAA000779.3_11_M.1.1,B cell,CL:0000236,0,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,16.3721971836605,13.831152010050497
,,F4.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-19.837166916538,-17.013978978429044
,,F4.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,18.497327721392725,-14.15172486020345
,,F4.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-12.122168095444732,-20.75951776969379
,,F4.MAA000559.3_8_M.1.1,B cell,CL:0000236,3,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-17.716334432993126,10.684125840203064
,,F4.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,23.38775921753628,-3.1780874699332284
,,F4.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-14.918237844033795,23.58898878613726
,,F5.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,9.636724135619623,15.362486627362644
,,F5.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,13.86511379060513,-19.780103537322763
,,F5.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,8.789655498659746,-22.66111033571804
,,F5.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,12.990557882981005,-16.53577676596219
,,F5.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-17.601038416269873,18.7521447360175
,,F6.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,22.06825101138726,17.294782865040975
,,F6.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,19.917333992513623,-18.172810951354887
,,F6.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-29.292881166149773,-11.30694782209485
,,F7.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,8.316466733314101,-10.490993130706636
,,F7.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,10.691341542209477,1.1676001930702244
,,F7.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,14.26765963862804,5.552140295870816
,,F7.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,17.548492833247565,19.111302306500896
,,F7.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-12.956656167787294,26.043025634677228
,,F8.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,17.328418503404883,-15.748014265949152
,,F8.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,26.58676974763906,6.8102303767619965
,,F8.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,23.7240531138283,-13.833012192907283
,,F8.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-7.368916591437602,18.72658113554849
,,F9.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-11.306149728879896,-19.114828837805863
,,F9.MAA000559.3_8_M.1.1,macrophage,CL:0000235,5,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-18.013859429631488,-36.790933528449344
,,F9.MAA000776.3_10_M.1.1,B cell,CL:0000236,4,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-11.624033515551154,-5.984859642390583
,,F9.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-17.417239344470634,18.28460442327244
,,G1.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,7.095574616246675,20.831046105469195
,,G1.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,4.850367519769135,-5.7035211143648
,,G1.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,11.876383819238846,1.1253442675760672
,,G1.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,20.171840627999774,14.00691735963887
,,G1.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,27.391824362962684,-2.48396392720214
,,G1.MAA000779.3_11_M.1.1,B cell,CL:0000236,0,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,3.72805183814376,24.41088333021185
,,G10.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,1.98414479618578,-30.08786617582738
,,G10.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,21.02872231308664,-1.8588068951687309
,,G10.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,31.919583602210576,0.2263726580340127
,,G10.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-2.7196601911615037,26.042442208173004
,,G11.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,30.121662496744413,-0.9662973529081764
,,G11.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,27.806391919502737,2.5222564580422597
,,G11.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,28.97247464327336,12.016591155861692
,,G11.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-15.428021192749732,22.255795367328385
,,G12.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-28.65264001839174,-15.17279536709024
,,G12.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,6.193545908418028,12.247733031264609
,,G12.MAA000559.3_8_M.1.1,B cell,CL:0000236,4,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-5.900088101325336,-6.551528055819002
,,G12.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-3.0006801024166707,-30.291326721954984
,,G12.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-2.6922822707709906,15.41355461548375
,,G13.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,24.84015875894232,17.448229914793206
,,G13.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,22.481977568847164,11.597347458717945
,,G13.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-11.427508329866614,20.858881750622533
,,G14.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,22.97243102706273,4.203293033289632
,,G14.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,18.020583254119728,-18.774780915033897
,,G14.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,2.196249321732101,-22.99252960726411
,,G14.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-12.720199700404306,-17.625694213179752
,,G14.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-15.579845308654942,5.222480376865629
,,G15.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,10.898367165728256,-19.344335970612832
,,G15.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-11.868229116524851,-18.856167019204364
,,G15.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,9.454440910559462,25.440814210461895
,,G15.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,6.479160816538782,-28.546845218302103
,,G15.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-35.741204442227065,-0.3726255422799172
,,G16.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-20.058257649806528,-18.743621120989353
,,G16.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,18.315312293964656,13.881447287125956
,,G16.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,1.7434731193190176,-28.498168067717447
,,G16.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-10.697014244138057,26.6122598749154
,,G17.B000971.3_39_F.1.1,B cell,CL:0000236,4,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-14.898278658707136,-1.3259939427120249
,,G17.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,16.871880989949883,8.983060192407192
,,G17.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-29.13048336215877,-12.247801861996331
,,G17.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,1.199226130519235,0.5827691028443461
,,G18.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,20.711930183411734,-3.613883137644738
,,G18.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,22.782671623461088,0.1275569400737564
,,G18.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-25.98276662033691,-14.93615164082808
,,G18.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-30.748218171316253,-9.377760038344274
,,G18.MAA000776.3_10_M.1.1,B cell,CL:0000236,4,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-5.988205830732131,-6.524307296882733
,,G18.MAA000779.3_11_M.1.1,B cell,CL:0000236,0,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,8.29699042026599,26.97624917089005
,,G19.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,13.076289714966302,20.14363820114005
,,G19.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-20.52261531057914,-18.73912302882153
,,G19.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-10.218732602004875,27.99495586425105
,,G2.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,21.776672956158997,5.222267657423213
,,G2.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,16.970752790952186,7.869613539299326
,,G2.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-38.44942359114768,0.507420298098608
,,G2.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,6.759288105783844,24.63078525846691
,,G2.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-4.065969131607967,-30.120732524258923
,,G2.MAA000779.3_11_M.1.1,B cell,CL:0000236,4,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-6.536163446885718,-4.939286148717216
,,G20.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-35.435177640732924,-11.191390943973088
,,G20.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,20.90734346338242,-1.9626509598229944
,,G20.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,23.96869811747488,8.513814042149718
,,G20.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-14.551023901718612,-21.957831621203113
,,G20.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-8.166313027743707,24.49392075389373
,,G21.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,24.212492396041412,15.638587840593951
,,G21.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-40.70733296834197,-1.1031144712330163
,,G21.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,19.60905624682873,8.660874417035307
,,G21.MAA000779.3_11_M.1.1,macrophage,CL:0000235,5,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-18.16580426494053,-39.062222349311575
,,G22.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,9.821031715725768,15.677616009692787
,,G22.B001750.3_38_F.1.1,B cell,CL:0000236,3,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-7.3057713269697535,27.11248944739143
,,G22.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,12.594573296669482,23.38839344212352
,,G22.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,16.00414375229225,-7.439293738489872
,,G22.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-14.504494197131072,20.236617362200565
,,G3.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-17.124499347282182,-19.45752649138648
,,G3.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,14.894730459185404,-14.092675173052893
,,G3.MAA000508.3_9_M.1.1,B cell,CL:0000236,2,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,5.969337090667576,-12.36454507494532
,,G3.MAA000559.3_8_M.1.1,B cell,CL:0000236,3,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-2.2044186391589933,22.79254674698966
,,G3.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-40.430112310809186,-0.3276482834660104
,,G4.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,17.47134898401803,-17.67061588388463
,,G4.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,15.658816908986564,-22.75249406092771
,,G4.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,3.025798663841452,11.767201320930006
,,G4.MAA000559.3_8_M.1.1,macrophage,CL:0000235,5,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-15.316754638516866,-40.12964473198653
,,G4.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-3.8837096612359305,24.020466927346806
,,G5.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,17.149622688778898,8.074540598245463
,,G5.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,26.4122929632557,14.593216135705928
,,G5.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-2.8453514760718943,19.868981205715087
,,G6.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-25.36690203268248,-17.973779330143753
,,G6.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,21.816731816169895,-13.177030364315884
,,G6.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,6.22489191488792,27.233189911314604
,,G6.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-0.7006227390910137,-29.41271496156582
,,G6.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-4.628147648363068,23.4893611428486
,,G7.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,24.305571444841412,-5.464265748252034
,,G7.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-14.133604613976894,-17.289956530226537
,,G7.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,20.92879671370445,-1.5973947967989095
,,G7.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-12.503282409843283,26.46975092004884
,,G8.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-18.231350456398747,-18.08302356412911
,,G8.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-0.2418888077419378,-29.71081829172595
,,G8.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,27.032190675354837,7.470317075633021
,,G8.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-14.349694939092538,25.685181108738433
,,G9.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,29.89627810784135,9.392373275358109
,,G9.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,11.882178553505266,-14.873954425667227
,,G9.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,0.7875516736750681,27.25433473548993
,,G9.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-14.988536886814211,25.541280292916326
,,H1.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,3.0333008388874902,28.889839115190156
,,H1.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,9.72909802595434,13.726867262955508
,,H1.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,5.378219104842789,2.89000903680996
,,H1.MAA000559.3_8_M.1.1,B cell,CL:0000236,4,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-9.526802724036749,-6.635885012605697
,,H1.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-28.78244557864161,-12.835019494641266
,,H1.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-14.938691829338753,-14.781571619230396
,,H10.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,19.744848168152085,-13.424828362199746
,,H10.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-23.36999806723599,-19.012270239684774
,,H10.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,21.78199886818884,14.995997946206
,,H10.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-15.258525782622993,5.914230151404968
,,H11.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-37.70954337133762,-4.128264350959924
,,H11.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,23.95740929208603,1.6006967652473492
,,H11.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,24.12327004027765,-4.006981341196893
